location name,lat,lon,day,time,pm2.5,pm10,so2,no2,o3,co,no,nox
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-18,01:00:00+00:00,7.64,15.28,,8.19,89.37,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-18,00:00:00+00:00,9.37,20.21,,12.2,82.03,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,23:00:00+00:00,9.63,22.47,,26.11,68.26,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,22:00:00+00:00,8.96,22.76,,28.32,63.48,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,21:00:00+00:00,8.1,20.51,,22.34,71.95,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,20:00:00+00:00,8.29,25.08,,20.11,80.17,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,19:00:00+00:00,9.15,33.39,,20.52,83.67,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,18:00:00+00:00,11.07,44.59,,26.11,88.15,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,17:00:00+00:00,12.06,50.99,,30.9,88.41,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,16:00:00+00:00,11.26,44.83,,32.57,86.49,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,15:00:00+00:00,9.82,39.22,,18.93,96.02,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,14:00:00+00:00,9.33,35.86,,19.88,93.74,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,13:00:00+00:00,9.26,36.45,,20.67,90.33,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,12:00:00+00:00,10.32,37.87,,24.77,85.63,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,11:00:00+00:00,11.09,37.78,,23.14,82.13,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,10:00:00+00:00,10.92,34.75,,19.38,79.09,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,09:00:00+00:00,11.97,33.84,,17.76,73.48,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,08:00:00+00:00,12.81,36.9,,21.49,65.91,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,07:00:00+00:00,12.82,35.47,,23.54,61.6,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,06:00:00+00:00,12.85,34.4,,26.38,58.46,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,05:00:00+00:00,11.86,29.49,,12.84,70.21,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,04:00:00+00:00,11.29,27.48,,8.9,74.6,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,03:00:00+00:00,10.73,27.67,,7.38,77.13,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,02:00:00+00:00,10.27,27.56,,7.53,80.88,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,01:00:00+00:00,9.05,23.26,,8.64,84.81,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-17,00:00:00+00:00,9.72,23.01,,15.27,78.75,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,23:00:00+00:00,9.56,25.36,,30.51,69.19,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,22:00:00+00:00,8.59,25.26,,30.92,73.1,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,21:00:00+00:00,7.91,25.15,,22.06,85.25,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,20:00:00+00:00,7.33,25.58,,24.16,87.09,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,19:00:00+00:00,7.39,30.19,,28.89,84.12,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,18:00:00+00:00,7.57,34.08,,31.34,79.72,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,17:00:00+00:00,7.98,41.31,,26.5,83.49,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,16:00:00+00:00,10.04,54.96,,33.37,78.21,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,15:00:00+00:00,9.4,53.33,,28.36,81.67,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,14:00:00+00:00,9.76,55.86,,24.05,86.56,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,13:00:00+00:00,10.0,54.13,,25.0,84.84,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,12:00:00+00:00,10.2,46.36,,28.51,82.53,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,11:00:00+00:00,10.26,37.86,,29.22,81.42,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,10:00:00+00:00,11.51,38.18,,28.01,75.3,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,09:00:00+00:00,12.52,39.66,,22.29,72.99,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,08:00:00+00:00,12.93,40.28,,31.25,61.72,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,07:00:00+00:00,12.6,38.6,,37.06,53.3,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,06:00:00+00:00,11.52,33.78,,40.59,50.0,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,05:00:00+00:00,10.78,30.47,,22.13,66.09,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,04:00:00+00:00,9.78,28.21,,12.21,74.76,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,03:00:00+00:00,9.23,27.24,,11.08,78.86,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,02:00:00+00:00,8.82,27.41,,11.01,81.22,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,01:00:00+00:00,8.8,29.72,,10.18,84.2,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-16,00:00:00+00:00,9.01,31.0,,12.9,85.24,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,23:00:00+00:00,8.48,32.38,,15.71,85.5,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,22:00:00+00:00,7.73,31.43,,19.53,83.37,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,21:00:00+00:00,7.45,31.63,,20.07,84.23,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,20:00:00+00:00,7.62,35.06,,19.04,89.35,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,19:00:00+00:00,7.63,30.74,,22.42,92.84,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,18:00:00+00:00,7.68,31.23,,27.33,90.26,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,17:00:00+00:00,7.72,32.07,,29.9,89.71,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,16:00:00+00:00,7.92,33.26,,33.73,86.36,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,15:00:00+00:00,7.67,31.65,,29.88,89.84,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,14:00:00+00:00,7.7,32.38,,26.14,92.55,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,13:00:00+00:00,8.21,35.98,,20.68,93.95,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,12:00:00+00:00,8.38,36.82,,23.03,87.8,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,11:00:00+00:00,7.89,36.89,,23.86,81.76,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,10:00:00+00:00,8.14,39.46,,26.29,76.68,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,09:00:00+00:00,8.64,31.82,,33.21,66.35,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,08:00:00+00:00,9.99,32.73,,38.22,55.57,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,07:00:00+00:00,10.97,33.98,,45.01,45.11,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,06:00:00+00:00,10.77,30.19,,49.01,41.04,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,05:00:00+00:00,9.79,27.94,,33.23,54.56,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,04:00:00+00:00,8.9,24.31,,13.8,75.59,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,03:00:00+00:00,8.03,22.86,,10.22,81.58,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,02:00:00+00:00,7.35,21.41,,8.13,87.06,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,01:00:00+00:00,7.11,21.9,,10.99,88.37,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-15,00:00:00+00:00,6.74,21.29,,13.37,90.24,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,23:00:00+00:00,7.18,24.87,,20.88,87.62,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,22:00:00+00:00,7.21,26.53,,29.38,83.33,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,21:00:00+00:00,6.8,26.34,,21.8,91.34,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,20:00:00+00:00,6.75,25.67,,28.49,87.58,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,19:00:00+00:00,6.38,24.28,,31.52,91.77,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,18:00:00+00:00,6.4,24.99,,26.52,98.43,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,17:00:00+00:00,7.09,25.1,,36.64,88.16,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,16:00:00+00:00,6.93,28.43,,28.12,102.43,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,15:00:00+00:00,7.48,31.36,,32.74,97.05,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,14:00:00+00:00,7.31,30.62,,46.42,81.06,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,13:00:00+00:00,6.79,25.15,,41.3,86.13,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,12:00:00+00:00,7.8,29.3,,28.99,95.96,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,11:00:00+00:00,-1.0,-1.0,,29.7,91.16,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,10:00:00+00:00,-1.0,-1.0,,47.93,64.25,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,09:00:00+00:00,9.74,33.31,,36.45,62.52,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,08:00:00+00:00,10.41,32.09,,43.19,51.2,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,07:00:00+00:00,10.71,31.98,,46.1,47.83,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,06:00:00+00:00,10.07,29.08,,56.58,40.51,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,05:00:00+00:00,8.64,22.57,,22.04,69.93,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,04:00:00+00:00,8.14,20.7,,12.08,82.32,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,03:00:00+00:00,8.27,21.43,,10.14,87.92,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,02:00:00+00:00,8.16,22.41,,12.16,88.1,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,01:00:00+00:00,8.2,23.3,,12.22,90.25,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-14,00:00:00+00:00,8.5,23.78,,14.1,91.74,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,23:00:00+00:00,8.12,23.01,,19.49,91.32,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,22:00:00+00:00,8.12,23.17,,28.22,86.61,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,21:00:00+00:00,7.37,21.28,,22.67,95.37,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,20:00:00+00:00,7.15,22.32,,20.2,99.31,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,19:00:00+00:00,7.04,23.51,,23.45,98.05,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,18:00:00+00:00,6.33,22.11,,21.14,97.17,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,17:00:00+00:00,5.95,20.43,,26.53,92.13,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,16:00:00+00:00,6.57,23.44,,26.54,92.96,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,15:00:00+00:00,6.54,22.94,,31.85,89.46,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,14:00:00+00:00,6.48,21.43,,29.63,87.82,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,13:00:00+00:00,7.15,23.31,,26.05,87.02,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,12:00:00+00:00,7.4,23.26,,26.31,86.7,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,11:00:00+00:00,7.58,26.42,,33.72,80.34,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,10:00:00+00:00,8.25,26.39,,40.07,64.15,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,09:00:00+00:00,9.63,28.64,,33.55,54.39,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,08:00:00+00:00,9.86,29.49,,37.42,47.07,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,07:00:00+00:00,9.99,27.38,,42.94,41.72,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,06:00:00+00:00,9.66,24.91,,54.89,34.01,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,05:00:00+00:00,8.4,19.97,,33.98,52.29,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,04:00:00+00:00,7.28,17.25,,16.08,69.8,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,03:00:00+00:00,6.85,15.59,,11.42,76.43,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,02:00:00+00:00,6.51,15.64,,12.24,79.04,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,01:00:00+00:00,6.57,16.32,,14.15,79.43,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-13,00:00:00+00:00,6.54,17.39,,16.97,78.8,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,23:00:00+00:00,6.75,17.46,,25.32,74.38,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,22:00:00+00:00,6.58,16.95,,22.14,81.98,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,21:00:00+00:00,6.28,16.78,,24.14,83.34,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,20:00:00+00:00,5.7,14.96,,20.43,88.57,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,19:00:00+00:00,5.49,14.46,,15.89,93.16,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,18:00:00+00:00,5.33,14.16,,11.91,95.39,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,17:00:00+00:00,5.04,13.04,,8.0,93.21,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,16:00:00+00:00,5.17,12.54,,10.49,87.41,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,15:00:00+00:00,5.45,14.02,,11.62,83.32,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,14:00:00+00:00,5.35,12.73,,11.69,81.18,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,13:00:00+00:00,5.11,11.69,,10.05,82.91,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,12:00:00+00:00,5.08,12.01,,11.71,79.79,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,11:00:00+00:00,5.28,13.89,,12.19,81.94,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,10:00:00+00:00,5.52,14.91,,10.49,78.62,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,09:00:00+00:00,5.81,13.84,,9.14,69.99,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,08:00:00+00:00,6.25,16.14,,6.35,65.17,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,07:00:00+00:00,6.15,14.08,,6.28,62.14,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,06:00:00+00:00,7.08,14.32,,7.56,56.78,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,05:00:00+00:00,8.39,14.81,,8.79,49.81,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,04:00:00+00:00,9.58,14.08,,6.73,43.1,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,03:00:00+00:00,9.6,13.6,,8.46,41.7,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,02:00:00+00:00,8.1,11.3,,5.35,48.12,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,01:00:00+00:00,7.26,10.08,,5.14,51.94,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-12,00:00:00+00:00,7.03,10.21,,8.26,51.86,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,23:00:00+00:00,7.22,10.7,,7.14,56.97,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,22:00:00+00:00,7.4,12.1,,10.09,58.68,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,21:00:00+00:00,8.98,13.31,,7.64,66.03,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,20:00:00+00:00,7.8,12.14,,5.83,72.44,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,19:00:00+00:00,8.15,13.21,,5.67,75.34,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,18:00:00+00:00,9.26,15.32,,3.89,78.17,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,17:00:00+00:00,7.31,13.01,,2.82,82.51,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,16:00:00+00:00,8.7,12.63,,3.93,75.66,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,15:00:00+00:00,10.39,14.51,,3.69,70.62,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,14:00:00+00:00,12.29,17.01,,2.89,67.96,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,13:00:00+00:00,12.52,17.48,,4.3,67.03,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,12:00:00+00:00,14.2,20.46,,6.93,70.24,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,11:00:00+00:00,14.9,20.53,,5.48,68.25,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,10:00:00+00:00,15.07,21.11,,6.66,65.0,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,09:00:00+00:00,12.43,17.78,,6.37,63.94,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,08:00:00+00:00,14.38,19.61,,6.14,61.06,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,07:00:00+00:00,16.5,22.81,,8.15,57.6,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,06:00:00+00:00,16.41,22.91,,9.65,58.55,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,05:00:00+00:00,16.36,22.47,,5.98,63.38,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,04:00:00+00:00,16.82,23.08,,4.61,66.35,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,03:00:00+00:00,17.69,24.33,,4.5,66.15,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,02:00:00+00:00,18.66,25.73,,5.21,64.18,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,01:00:00+00:00,18.84,26.6,,6.41,66.94,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-11,00:00:00+00:00,16.15,23.89,,8.06,72.74,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,23:00:00+00:00,13.49,21.9,,6.23,77.55,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,22:00:00+00:00,17.64,35.02,,39.43,45.46,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,21:00:00+00:00,15.48,28.98,,29.29,64.27,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,20:00:00+00:00,11.52,23.0,,11.46,87.9,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,19:00:00+00:00,10.47,21.28,,11.76,92.01,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,18:00:00+00:00,9.65,19.32,,6.55,98.69,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,17:00:00+00:00,8.83,17.95,,9.19,98.92,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,16:00:00+00:00,9.43,17.09,,11.71,100.24,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,15:00:00+00:00,9.11,17.56,,11.14,100.06,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,14:00:00+00:00,9.47,18.21,,16.76,98.95,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,13:00:00+00:00,9.46,17.65,,13.23,103.53,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,12:00:00+00:00,9.44,17.95,,13.26,99.32,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,11:00:00+00:00,9.86,19.71,,18.04,88.74,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,10:00:00+00:00,9.78,20.47,,24.78,78.18,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,09:00:00+00:00,11.71,24.1,,33.09,64.74,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,08:00:00+00:00,14.26,30.17,,38.71,45.87,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,07:00:00+00:00,15.26,34.95,,43.02,32.68,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,06:00:00+00:00,13.98,26.07,,38.09,40.55,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,05:00:00+00:00,14.87,24.46,,27.92,47.98,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,04:00:00+00:00,15.65,25.16,,25.36,52.11,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,03:00:00+00:00,19.13,28.27,,24.94,51.8,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,02:00:00+00:00,18.21,29.1,,23.1,52.71,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,01:00:00+00:00,17.16,29.58,,28.37,51.99,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-10,00:00:00+00:00,16.95,28.08,,27.14,55.37,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,23:00:00+00:00,15.7,26.56,,16.96,71.19,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,22:00:00+00:00,13.79,25.32,,21.08,69.52,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,21:00:00+00:00,10.78,22.56,,23.05,71.8,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,20:00:00+00:00,9.28,20.88,,18.38,83.55,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,19:00:00+00:00,8.12,17.29,,10.47,95.07,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,18:00:00+00:00,8.78,19.19,,14.42,95.4,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,17:00:00+00:00,8.5,17.87,,10.38,103.56,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,16:00:00+00:00,8.85,19.34,,13.43,101.45,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,15:00:00+00:00,8.07,16.11,,6.94,106.53,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,14:00:00+00:00,8.57,17.04,,8.53,106.11,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,13:00:00+00:00,8.57,16.57,,8.02,103.65,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,12:00:00+00:00,8.59,16.69,,8.97,98.29,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,11:00:00+00:00,9.57,17.96,,7.78,94.01,,,
Berlin Frankfurter Allee,52.51407199975142,13.469930999635912,2024-05-09,10:00:00+00:00,9.01,17.67,,5.77,84.41,,,
