id,city,name,country,lastUpdated,firstUpdated,coordinates.latitude,coordinates.longitude,parameterIds,has_pm25,has_pm10,has_so2,has_no,has_o3,sensorCount,metroArea
2960643.0,,"23/18 Leningradyan street, Yerevan, Armenia",AM,2024-09-11T05:52:13+00:00,2024-07-29T00:00:00+00:00,40.18906,44.472,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960640.0,,"1 Tsitsernakaberd street, Yerevan, Armenia",AM,2024-09-11T05:51:26+00:00,2024-07-29T00:00:00+00:00,40.18192,44.48115,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960619.0,,"22/1 Isakov street, Yerevan, Armenia",AM,2024-09-11T05:51:20+00:00,2024-07-29T00:00:00+00:00,40.1577,44.46107,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960651.0,,"25 D.Anhaght street, Yerevan, Armenia",AM,2024-09-11T05:50:58+00:00,2024-07-29T00:00:00+00:00,40.2,44.53648,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960621.0,,"61 Davtashen 1-st street, Yerevan, Armenia",AM,2024-09-11T05:50:29+00:00,2024-07-29T00:00:00+00:00,40.21921,44.48644,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960623.0,,"45/1 Ulnetsi street, Yerevan, Armenia",AM,2024-09-11T05:49:45+00:00,2024-07-29T00:00:00+00:00,40.20251,44.53304,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960666.0,,"5 E.Mirzoyan street, Yerevan, Armenia",AM,2024-09-11T05:49:43+00:00,2024-07-29T00:00:00+00:00,40.19635,44.50789,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960654.0,,"37/47 Lukashin street, Yerevan, Armenia",AM,2024-08-26T09:59:54+00:00,2024-07-29T00:00:00+00:00,40.19401,44.44671,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960646.0,,"27/16 Rubinyants street, Yerevan, Armenia",AM,2024-07-29T11:03:56+00:00,2024-07-18T18:02:22+00:00,40.20591,44.55282,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960647.0,,"64/7 G.Hovsepyan street, Yerevan, Armenia",AM,2024-07-29T10:52:34+00:00,2024-07-18T18:02:20+00:00,40.17419,44.53553,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960622.0,,"101/2 Artashat street, Yerevan, Armenia",AM,2024-07-24T10:35:14+00:00,2024-07-18T18:09:44+00:00,40.10913,44.47162,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
370669.0,N/A,Yerevan,AM,2023-06-15T13:00:00+00:00,2022-11-14T09:00:00+00:00,40.16515,44.48171,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2070168.0,,Krafftgasse Innenhof (mount height 12m),AT,2024-09-11T06:00:00+00:00,2024-01-08T22:00:00+00:00,48.22243365718118,16.373341834689935,"[1, 19, 100, 2, 98, 19, 125, 1]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
